Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2020 [YR2020]
Botswana,BWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.137,67.643
Botswana,BWA,Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,77.7676173349413,94.8599181217493
Botswana,BWA,Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,79.2035122169907,73.0828447849981
Botswana,BWA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,8.49944449224391,5.65905088221744
Botswana,BWA,Military expenditure (current LCU),MS.MIL.XPND.CN,2368750000,5703884090.90909
Botswana,BWA,Military expenditure (current USD),MS.MIL.XPND.CD,348672725.29226,499027479.519605
Botswana,BWA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,346.693,171.097
Botswana,BWA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,439.582,246.874
Botswana,BWA,Net migration,SM.POP.NETM,5151,-11330
Botswana,BWA,Net official aid received (constant 2021 US$),DT.ODA.OATL.KD,..,..
Botswana,BWA,"Net primary income (BoP, current US$)",BN.GSR.FCTY.CD,-639346378.53606,23942002.5128719
Botswana,BWA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.392,0.402
Botswana,BWA,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,7,6
Botswana,BWA,Population growth (annual %),SP.POP.GROW,2.10943597528371,1.4394103578493
Botswana,BWA,Population in largest city,EN.URB.LCTY,..,..
Botswana,BWA,Refugees under the mandate of the UNHCR by country or territory of asylum,SM.POP.RHCR.EA,2983,617
Botswana,BWA,Rural population (% of total population),SP.RUR.TOTL.ZS,37.588,29.123
Botswana,BWA,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,1.032,1.032
Botswana,BWA,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,35.994,37.144
Botswana,BWA,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,16.46,8.91
Botswana,BWA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,23.8833642056949,22.2747050284764
Botswana,BWA,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,15.3880099074646,16.6918832369766
Botswana,BWA,"Taxes on income, profits and capital gains (% of revenue)",GC.TAX.YPKG.RV.ZS,29.4048548586591,27.2055614951585
Botswana,BWA,Taxes on international trade (% of revenue),GC.TAX.INTT.RV.ZS,19.4992747801255,33.360721940443
Botswana,BWA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,17.86,21.017
Botswana,BWA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,17.86,21.017
Botswana,BWA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,35.093,40.389
Botswana,BWA,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,35.99,41.948
Botswana,BWA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,62.412,70.877
Botswana,BWA,Urban population growth (annual %),SP.URB.GROW,4.50115284082674,2.4391070283944
Botswana,BWA,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,69.7090808118971,68.5685543492719
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.6,99.7
Brazil,BRA,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0,0
Brazil,BRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,27.7375349060916,27.3372657552996
Brazil,BRA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,256000000,140000000
Brazil,BRA,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761,1761
Brazil,BRA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.94516611,9.62326527
Brazil,BRA,Forcibly displaced people,SM.POP.FDIP,5198,425507
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,61.2074815688658,59.4174780513368
Brazil,BRA,Government Effectiveness: Estimate,GE.EST,-0.0868625491857529,-0.465709209442139
Brazil,BRA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,101.041008562666,99.3949745236657
Brazil,BRA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,11.9065933379213,15.8485265343869
Brazil,BRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.03872690108075,3.21176803803376
Brazil,BRA,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,26.6300331445086,22.384065397269
Brazil,BRA,International migrant stock (% of population),SM.POP.TOTL.ZS,0.298351263974025,..
Brazil,BRA,"International tourism, number of arrivals",ST.INT.ARVL,5161000,..
Brazil,BRA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,42.4400401697802,42.5816100206282
Brazil,BRA,"Labor force, total",SL.TLF.TOTL.IN,96467543,100001874
Brazil,BRA,Land area (sq. km),AG.LND.TOTL.K2,8358140,8358140
Brazil,BRA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.257,77.599
Brazil,BRA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,70.392,71.537
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.779,74.506
Brazil,BRA,Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,34.958895233338,25.0396470697203
Brazil,BRA,Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,73.425905051587,79.2546323511529
Brazil,BRA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,12.7218596106703,10.692931568332
Brazil,BRA,Military expenditure (current LCU),MS.MIL.XPND.CN,59819000000,100953500000
Brazil,BRA,Military expenditure (current USD),MS.MIL.XPND.CD,34002944470.0238,19591209004.4634
Brazil,BRA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,98.236,93.221
Brazil,BRA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,202.356,183.092
Brazil,BRA,Net migration,SM.POP.NETM,-261539,-78437
Brazil,BRA,Net official aid received (constant 2021 US$),DT.ODA.OATL.KD,..,..
Brazil,BRA,"Net primary income (BoP, current US$)",BN.GSR.FCTY.CD,-70244842613.06,-38263937403.47
Brazil,BRA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..
Brazil,BRA,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,8,8
Brazil,BRA,Population growth (annual %),SP.POP.GROW,0.84088322514573,0.579350709708032
Brazil,BRA,Population in largest city,EN.URB.LCTY,19659808,22043028
Brazil,BRA,Refugees under the mandate of the UNHCR by country or territory of asylum,SM.POP.RHCR.EA,4346,59092
Brazil,BRA,Rural population (% of total population),SP.RUR.TOTL.ZS,15.665,12.927
Brazil,BRA,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,1.045,1.045
Brazil,BRA,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,19.04,25.992
Brazil,BRA,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,5.25,6.93
Brazil,BRA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,14.249575957302,12.7193878561953
Brazil,BRA,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,25.914864492516,21.9309901784196
Brazil,BRA,"Taxes on income, profits and capital gains (% of revenue)",GC.TAX.YPKG.RV.ZS,25.674367964993,31.1653501011756
Brazil,BRA,Taxes on international trade (% of revenue),GC.TAX.INTT.RV.ZS,2.09409954650975,2.7060464651345
Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.422,13.697
Brazil,BRA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,13.697
Brazil,BRA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,18.242,30.267
Brazil,BRA,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,..,30.211
Brazil,BRA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,84.335,87.073
Brazil,BRA,Urban population growth (annual %),SP.URB.GROW,1.18653249375701,0.865727194353952
Brazil,BRA,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,67.6106941224671,67.4937061595897
Brunei Darussalam,BRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100
Brunei Darussalam,BRN,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0.0683497628630149,0.0552236643469844
Brunei Darussalam,BRN,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.5426944971537,2.5426944971537
Brunei Darussalam,BRN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,33000000,..
Brunei Darussalam,BRN,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2722,2722
Brunei Darussalam,BRN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.27826095,2.45178461
Brunei Darussalam,BRN,Forcibly displaced people,SM.POP.FDIP,..,..
Brunei Darussalam,BRN,Forest area (% of land area),AG.LND.FRST.ZS,72.1062618595825,72.1062618595825
Brunei Darussalam,BRN,Government Effectiveness: Estimate,GE.EST,0.896695196628571,1.38330936431885
Brunei Darussalam,BRN,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,60.555041577989,89.8004131915442
Brunei Darussalam,BRN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,27.9632937990884,52.9348921971137
Brunei Darussalam,BRN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.356869132017561,1.94031996607184
Brunei Darussalam,BRN,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.252491778236471,..
Brunei Darussalam,BRN,International migrant stock (% of population),SM.POP.TOTL.ZS,25.5750034324768,..
Brunei Darussalam,BRN,"International tourism, number of arrivals",ST.INT.ARVL,..,1071000
Brunei Darussalam,BRN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,40.0387799698378,39.5677976288527
Brunei Darussalam,BRN,"Labor force, total",SL.TLF.TOTL.IN,194946,224617
Brunei Darussalam,BRN,Land area (sq. km),AG.LND.TOTL.K2,5270,5270
Brunei Darussalam,BRN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.082,77.35
Brunei Darussalam,BRN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,72.876,73.128
Brunei Darussalam,BRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.82,75.114
Brunei Darussalam,BRN,Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,4.49169996379693,18.0436373642566
Brunei Darussalam,BRN,Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,75.328751166883,52.1848623059124
Brunei Darussalam,BRN,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,1.2494527192588,6.83209894472881
Brunei Darussalam,BRN,Military expenditure (current LCU),MS.MIL.XPND.CN,532750000,602000000
Brunei Darussalam,BRN,Military expenditure (current USD),MS.MIL.XPND.CD,390719540.010708,436548223.350254
Brunei Darussalam,BRN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,102.465,97.309
Brunei Darussalam,BRN,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,145.813,140.616
Brunei Darussalam,BRN,Net migration,SM.POP.NETM,2479,462
Brunei Darussalam,BRN,Net official aid received (constant 2021 US$),DT.ODA.OATL.KD,..,..
Brunei Darussalam,BRN,"Net primary income (BoP, current US$)",BN.GSR.FCTY.CD,-99523338.787303,359635249.345417
Brunei Darussalam,BRN,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.421,..
Brunei Darussalam,BRN,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,6,5
Brunei Darussalam,BRN,Population growth (annual %),SP.POP.GROW,1.89897689252094,1.06148281648515
Brunei Darussalam,BRN,Population in largest city,EN.URB.LCTY,..,..
Brunei Darussalam,BRN,Refugees under the mandate of the UNHCR by country or territory of asylum,SM.POP.RHCR.EA,..,..
Brunei Darussalam,BRN,Rural population (% of total population),SP.RUR.TOTL.ZS,25.039,21.75
Brunei Darussalam,BRN,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,1.074,1.08
Brunei Darussalam,BRN,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,18.018,21.433
Brunei Darussalam,BRN,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,1.05,2.93
Brunei Darussalam,BRN,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..
Brunei Darussalam,BRN,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,..,..
Brunei Darussalam,BRN,"Taxes on income, profits and capital gains (% of revenue)",GC.TAX.YPKG.RV.ZS,..,..
Brunei Darussalam,BRN,Taxes on international trade (% of revenue),GC.TAX.INTT.RV.ZS,..,..
Brunei Darussalam,BRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.455,7.409
Brunei Darussalam,BRN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,7.409
Brunei Darussalam,BRN,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,21.596,26.844
Brunei Darussalam,BRN,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,..,26.419
Brunei Darussalam,BRN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,74.961,78.25
Brunei Darussalam,BRN,Urban population growth (annual %),SP.URB.GROW,2.37099981581304,1.45587269529869
Brunei Darussalam,BRN,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,92.061394369441,90.3998999889411
Bulgaria,BGR,Access to electricity (% of population),EG.ELC.ACCS.ZS,93.5,99.7
Bulgaria,BGR,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0,0
Bulgaria,BGR,Agricultural land (% of land area),AG.LND.AGRI.ZS,46.5364775239499,46.4904200442152
Bulgaria,BGR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,8000000,44000000
Bulgaria,BGR,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,608,608
Bulgaria,BGR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.09477949,8.48235893
Bulgaria,BGR,Forcibly displaced people,SM.POP.FDIP,6911,23051
Bulgaria,BGR,Forest area (% of land area),AG.LND.FRST.ZS,34.4233603537214,35.8603537214444
Bulgaria,BGR,Government Effectiveness: Estimate,GE.EST,-0.0653254613280296,-0.214027836918831
Bulgaria,BGR,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,103.184432445217,97.4759376853011
Bulgaria,BGR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,53.2824773832047,53.9000094088276
Bulgaria,BGR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.43899060504113,1.67244096855756
Bulgaria,BGR,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.94935047444622,0.988655606762662
Bulgaria,BGR,International migrant stock (% of population),SM.POP.TOTL.ZS,1.02988985050822,..
Bulgaria,BGR,"International tourism, number of arrivals",ST.INT.ARVL,8374000,4973000
Bulgaria,BGR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,46.2871992608331,46.049965136582
Bulgaria,BGR,"Labor force, total",SL.TLF.TOTL.IN,3424396,3123618
Bulgaria,BGR,Land area (sq. km),AG.LND.TOTL.K2,108560,108560
Bulgaria,BGR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.2,77.3
Bulgaria,BGR,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,70,69.6
Bulgaria,BGR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.5121951219512,73.3560975609756
Bulgaria,BGR,Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,49.2495326266212,59.7520237377413
Bulgaria,BGR,Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,54.9323868890765,63.4188554935901
Bulgaria,BGR,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,..,..
Bulgaria,BGR,Military expenditure (current LCU),MS.MIL.XPND.CN,1230000000,1920000000
Bulgaria,BGR,Military expenditure (current USD),MS.MIL.XPND.CD,832549293.00997,1119011539.8065
Bulgaria,BGR,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,87.933,95.17
Bulgaria,BGR,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,196.902,206.104
Bulgaria,BGR,Net migration,SM.POP.NETM,-21668,30167
Bulgaria,BGR,Net official aid received (constant 2021 US$),DT.ODA.OATL.KD,..,..
Bulgaria,BGR,"Net primary income (BoP, current US$)",BN.GSR.FCTY.CD,-1337160000,-2648480000
Bulgaria,BGR,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,3.671,4.249
Bulgaria,BGR,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,8,7
Bulgaria,BGR,Population growth (annual %),SP.POP.GROW,-0.658275446635908,-1.00293821352921
Bulgaria,BGR,Population in largest city,EN.URB.LCTY,1215983,1280968
Bulgaria,BGR,Refugees under the mandate of the UNHCR by country or territory of asylum,SM.POP.RHCR.EA,5519,21113
Bulgaria,BGR,Rural population (% of total population),SP.RUR.TOTL.ZS,27.698,24.314
Bulgaria,BGR,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,1.057,1.06
Bulgaria,BGR,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,21.145,14.777
Bulgaria,BGR,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,12.4,10.03
Bulgaria,BGR,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,17.8714315570459,20.1784055093694
Bulgaria,BGR,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,44.6552337034384,43.6951594476455
Bulgaria,BGR,"Taxes on income, profits and capital gains (% of revenue)",GC.TAX.YPKG.RV.ZS,15.1698334527221,16.8893776077886
Bulgaria,BGR,Taxes on international trade (% of revenue),GC.TAX.INTT.RV.ZS,0.0144206661891117,0.0265845420226505
Bulgaria,BGR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.279,5.125
Bulgaria,BGR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,10.279,5.125
Bulgaria,BGR,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,21.95,14.214
Bulgaria,BGR,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,21.919,14.216
Bulgaria,BGR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,72.302,75.686
Bulgaria,BGR,Urban population growth (annual %),SP.URB.GROW,-0.188314947521282,-0.554033638344977
Bulgaria,BGR,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,87.2382953410502,89.3253969139524
Burkina Faso,BFA,Access to electricity (% of population),EG.ELC.ACCS.ZS,13.1,18.5
Burkina Faso,BFA,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0,0
Burkina Faso,BFA,Agricultural land (% of land area),AG.LND.AGRI.ZS,46.0212825292398,52.1590924707602
Burkina Faso,BFA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,0,2000000
Burkina Faso,BFA,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,748,748
Burkina Faso,BFA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.23958349,6.57714844
Burkina Faso,BFA,Forcibly displaced people,SM.POP.FDIP,1061,1095282
Burkina Faso,BFA,Forest area (% of land area),AG.LND.FRST.ZS,24.5486111111111,22.7207602339181
Burkina Faso,BFA,Government Effectiveness: Estimate,GE.EST,-0.589095711708069,-0.708106637001038
Burkina Faso,BFA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,108.041540827003,97.1860472585913
Burkina Faso,BFA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,28.5573896844031,28.9629129494576
Burkina Faso,BFA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.764230734676758,1.88443993781991
Burkina Faso,BFA,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.788198249930744,..
Burkina Faso,BFA,International migrant stock (% of population),SM.POP.TOTL.ZS,4.31103604603512,..
Burkina Faso,BFA,"International tourism, number of arrivals",ST.INT.ARVL,274000,67000
Burkina Faso,BFA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,43.629701342852,44.5611885963503
Burkina Faso,BFA,"Labor force, total",SL.TLF.TOTL.IN,6098364,6192649
Burkina Faso,BFA,Land area (sq. km),AG.LND.TOTL.K2,273600,273600
Burkina Faso,BFA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,57.791,62.314
Burkina Faso,BFA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,54.79,58.504
Burkina Faso,BFA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.343,60.454
Burkina Faso,BFA,Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,5.01850936773646,2.75367812122714
Burkina Faso,BFA,Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,62.0920586246015,60.7702191827737
Burkina Faso,BFA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,12.1399885526317,10.0313185254464
Burkina Faso,BFA,Military expenditure (current LCU),MS.MIL.XPND.CN,61266000000,220074000000
Burkina Faso,BFA,Military expenditure (current USD),MS.MIL.XPND.CD,123700474.683864,382464677.360491
Burkina Faso,BFA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,256.962,220.096
Burkina Faso,BFA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,322.943,295.263
Burkina Faso,BFA,Net migration,SM.POP.NETM,-42055,-5661
Burkina Faso,BFA,Net official aid received (constant 2021 US$),DT.ODA.OATL.KD,..,..
Burkina Faso,BFA,"Net primary income (BoP, current US$)",BN.GSR.FCTY.CD,-6479460.74717298,-555697773.528492
Burkina Faso,BFA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.044,0.096
Burkina Faso,BFA,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,7,6
Burkina Faso,BFA,Population growth (annual %),SP.POP.GROW,2.92577947499021,2.43522959287393
Burkina Faso,BFA,Population in largest city,EN.URB.LCTY,1742041,2780331
Burkina Faso,BFA,Refugees under the mandate of the UNHCR by country or territory of asylum,SM.POP.RHCR.EA,530,20252
Burkina Faso,BFA,Rural population (% of total population),SP.RUR.TOTL.ZS,75.367,69.393
Burkina Faso,BFA,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,1.043,1.042
Burkina Faso,BFA,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,36.495,38.766
Burkina Faso,BFA,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,8.69,8.3
Burkina Faso,BFA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,11.3100646526483,13.7423701735785
Burkina Faso,BFA,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,36.1769059745359,35.9733662774852
Burkina Faso,BFA,"Taxes on income, profits and capital gains (% of revenue)",GC.TAX.YPKG.RV.ZS,15.1758823656386,22.1988346927376
Burkina Faso,BFA,Taxes on international trade (% of revenue),GC.TAX.INTT.RV.ZS,10.9926877587282,8.98532123064994
Burkina Faso,BFA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.723,5.04
Burkina Faso,BFA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..
Burkina Faso,BFA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,5.965,8.905
Burkina Faso,BFA,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,..,..
Burkina Faso,BFA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,24.633,30.607
Burkina Faso,BFA,Urban population growth (annual %),SP.URB.GROW,5.20047180090895,4.50506310726325
Burkina Faso,BFA,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,22.3051338440199,23.990292084328
Burundi,BDI,Access to electricity (% of population),EG.ELC.ACCS.ZS,5.3,9.1
Burundi,BDI,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,23.7911565875236,13.7719540219161
Burundi,BDI,Agricultural land (% of land area),AG.LND.AGRI.ZS,71.3785046728972,80.8411214953271
Burundi,BDI,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,2000000,..
Burundi,BDI,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1274,1274
Burundi,BDI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.28196716,10.71837234
Burundi,BDI,Forcibly displaced people,SM.POP.FDIP,141423,102375
Burundi,BDI,Forest area (% of land area),AG.LND.FRST.ZS,7.55218068535826,10.8894080996885
Burundi,BDI,Government Effectiveness: Estimate,GE.EST,-1.12470984458923,-1.30248296260834
Burundi,BDI,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,120.10000331861,117.674706919452
Burundi,BDI,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,29.800003758426,22.2240099992609
Burundi,BDI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.49326591473993,7.32110643415521
Burundi,BDI,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,..,..
Burundi,BDI,International migrant stock (% of population),SM.POP.TOTL.ZS,2.48658800012726,..
Burundi,BDI,"International tourism, number of arrivals",ST.INT.ARVL,142000,..
Burundi,BDI,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,51.5714036951562,50.8770821808464
Burundi,BDI,"Labor force, total",SL.TLF.TOTL.IN,4037123,5256748
Burundi,BDI,Land area (sq. km),AG.LND.TOTL.K2,25680,25680
Burundi,BDI,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,58.532,64.58
Burundi,BDI,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,55.599,60.545
Burundi,BDI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.088,62.569
Burundi,BDI,Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,5.30581137407449,12.1667189597206
Burundi,BDI,Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,82.0082274926642,66.7433790197017
Burundi,BDI,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,9.24583897863575,..
Burundi,BDI,Military expenditure (current LCU),MS.MIL.XPND.CN,..,129200000000
Burundi,BDI,Military expenditure (current USD),MS.MIL.XPND.CD,..,67474092.716297
Burundi,BDI,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,292.864,229.645
